number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,material
1,51.996,51.996,51.996,51.996,0.0,0.0,0.0,0.0,0.0,0.0,652.9,652.9,652.9,652.9,0.0,0.0,0.0,0.0,0.0,0.0,166.0,166.0,166.00000000000006,166.0,0.0,0.0,0.0,0.0,0.0,0.0,7190.0,7190.0,7190.000000000004,7190.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21,65.21,65.21,65.21,0.0,0.0,0.0,0.0,0.0,0.0,20.5,20.5,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.999999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Cr5+
1,51.996,51.996,51.996,51.996,0.0,0.0,0.0,0.0,0.0,0.0,652.9,652.9,652.9,652.9,0.0,0.0,0.0,0.0,0.0,0.0,166.0,166.0,166.00000000000006,166.0,0.0,0.0,0.0,0.0,0.0,0.0,7190.0,7190.0,7190.000000000004,7190.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21,65.21,65.21,65.21,0.0,0.0,0.0,0.0,0.0,0.0,20.5,20.5,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Cr4+
1,51.996,51.996,51.996,51.996,0.0,0.0,0.0,0.0,0.0,0.0,652.9,652.9,652.9,652.9,0.0,0.0,0.0,0.0,0.0,0.0,166.0,166.0,166.00000000000006,166.0,0.0,0.0,0.0,0.0,0.0,0.0,7190.0,7190.0,7190.000000000004,7190.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21,65.21,65.21,65.21,0.0,0.0,0.0,0.0,0.0,0.0,20.5,20.5,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Cr3+
1,51.996,51.996,51.996,51.996,0.0,0.0,0.0,0.0,0.0,0.0,652.9,652.9,652.9,652.9,0.0,0.0,0.0,0.0,0.0,0.0,166.0,166.0,166.00000000000006,166.0,0.0,0.0,0.0,0.0,0.0,0.0,7190.0,7190.0,7190.000000000004,7190.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21,65.21,65.21,65.21,0.0,0.0,0.0,0.0,0.0,0.0,20.5,20.5,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Cr2+
1,51.996,51.996,51.996,51.996,0.0,0.0,0.0,0.0,0.0,0.0,652.9,652.9,652.9,652.9,0.0,0.0,0.0,0.0,0.0,0.0,166.0,166.0,166.00000000000006,166.0,0.0,0.0,0.0,0.0,0.0,0.0,7190.0,7190.0,7190.000000000004,7190.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21,65.21,65.21,65.21,0.0,0.0,0.0,0.0,0.0,0.0,20.5,20.5,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cr1+
1,54.938,54.938,54.938000000000024,54.938,0.0,0.0,0.0,0.0,0.0,0.0,717.3,717.3,717.2999999999997,717.3,0.0,0.0,0.0,0.0,0.0,0.0,161.0,161.0,161.00000000000003,161.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,7470.0,7470.000000000002,7470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,13.2,13.2,13.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.999999999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Mn7+
1,54.938,54.938,54.938000000000024,54.938,0.0,0.0,0.0,0.0,0.0,0.0,717.3,717.3,717.2999999999997,717.3,0.0,0.0,0.0,0.0,0.0,0.0,161.0,161.0,161.00000000000003,161.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,7470.0,7470.000000000002,7470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,13.2,13.2,13.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Mn6+
1,54.938,54.938,54.938000000000024,54.938,0.0,0.0,0.0,0.0,0.0,0.0,717.3,717.3,717.2999999999997,717.3,0.0,0.0,0.0,0.0,0.0,0.0,161.0,161.0,161.00000000000003,161.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,7470.0,7470.000000000002,7470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,13.2,13.2,13.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.999999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Mn5+
1,54.938,54.938,54.938000000000024,54.938,0.0,0.0,0.0,0.0,0.0,0.0,717.3,717.3,717.2999999999997,717.3,0.0,0.0,0.0,0.0,0.0,0.0,161.0,161.0,161.00000000000003,161.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,7470.0,7470.000000000002,7470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,13.2,13.2,13.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Mn4+
1,54.938,54.938,54.938000000000024,54.938,0.0,0.0,0.0,0.0,0.0,0.0,717.3,717.3,717.2999999999997,717.3,0.0,0.0,0.0,0.0,0.0,0.0,161.0,161.0,161.00000000000003,161.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,7470.0,7470.000000000002,7470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,13.2,13.2,13.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Mn3+
1,54.938,54.938,54.938000000000024,54.938,0.0,0.0,0.0,0.0,0.0,0.0,717.3,717.3,717.2999999999997,717.3,0.0,0.0,0.0,0.0,0.0,0.0,161.0,161.0,161.00000000000003,161.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,7470.0,7470.000000000002,7470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,13.2,13.2,13.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Mn2+
1,54.938,54.938,54.938000000000024,54.938,0.0,0.0,0.0,0.0,0.0,0.0,717.3,717.3,717.2999999999997,717.3,0.0,0.0,0.0,0.0,0.0,0.0,161.0,161.0,161.00000000000003,161.0,0.0,0.0,0.0,0.0,0.0,0.0,7470.0,7470.0,7470.000000000002,7470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,13.2,13.2,13.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mn1+
1,55.845,55.845,55.845,55.845,0.0,0.0,0.0,0.0,0.0,0.0,762.5,762.5,762.5000000000002,762.5,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,7874.0,7874.0,7873.999999999994,7874.0,0.0,0.0,0.0,0.0,0.0,0.0,14.785,14.785,14.785000000000004,14.785,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.8,13.800000000000002,13.8,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Fe6+
1,55.845,55.845,55.845,55.845,0.0,0.0,0.0,0.0,0.0,0.0,762.5,762.5,762.5000000000002,762.5,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,7874.0,7874.0,7873.999999999994,7874.0,0.0,0.0,0.0,0.0,0.0,0.0,14.785,14.785,14.785000000000004,14.785,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.8,13.800000000000002,13.8,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.999999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Fe5+
1,55.845,55.845,55.845,55.845,0.0,0.0,0.0,0.0,0.0,0.0,762.5,762.5,762.5000000000002,762.5,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,7874.0,7874.0,7873.999999999994,7874.0,0.0,0.0,0.0,0.0,0.0,0.0,14.785,14.785,14.785000000000004,14.785,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.8,13.800000000000002,13.8,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Fe4+
1,55.845,55.845,55.845,55.845,0.0,0.0,0.0,0.0,0.0,0.0,762.5,762.5,762.5000000000002,762.5,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,7874.0,7874.0,7873.999999999994,7874.0,0.0,0.0,0.0,0.0,0.0,0.0,14.785,14.785,14.785000000000004,14.785,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.8,13.800000000000002,13.8,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Fe3+
1,55.845,55.845,55.845,55.845,0.0,0.0,0.0,0.0,0.0,0.0,762.5,762.5,762.5000000000002,762.5,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,7874.0,7874.0,7873.999999999994,7874.0,0.0,0.0,0.0,0.0,0.0,0.0,14.785,14.785,14.785000000000004,14.785,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.8,13.800000000000002,13.8,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Fe2+
1,55.845,55.845,55.845,55.845,0.0,0.0,0.0,0.0,0.0,0.0,762.5,762.5,762.5000000000002,762.5,0.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,7874.0,7874.0,7873.999999999994,7874.0,0.0,0.0,0.0,0.0,0.0,0.0,14.785,14.785,14.785000000000004,14.785,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.8,13.800000000000002,13.8,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Fe1+
1,58.933,58.933,58.932999999999986,58.933,0.0,0.0,0.0,0.0,0.0,0.0,760.4,760.4,760.3999999999996,760.4,0.0,0.0,0.0,0.0,0.0,0.0,152.0,152.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,8900.0,8900.0,8900.000000000002,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,63.898,63.898,63.89799999999999,63.898,0.0,0.0,0.0,0.0,0.0,0.0,16.2,16.2,16.199999999999996,16.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.00000000000004,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.999999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Co5+
1,58.933,58.933,58.932999999999986,58.933,0.0,0.0,0.0,0.0,0.0,0.0,760.4,760.4,760.3999999999996,760.4,0.0,0.0,0.0,0.0,0.0,0.0,152.0,152.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,8900.0,8900.0,8900.000000000002,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,63.898,63.898,63.89799999999999,63.898,0.0,0.0,0.0,0.0,0.0,0.0,16.2,16.2,16.199999999999996,16.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.00000000000004,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Co4+
1,58.933,58.933,58.932999999999986,58.933,0.0,0.0,0.0,0.0,0.0,0.0,760.4,760.4,760.3999999999996,760.4,0.0,0.0,0.0,0.0,0.0,0.0,152.0,152.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,8900.0,8900.0,8900.000000000002,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,63.898,63.898,63.89799999999999,63.898,0.0,0.0,0.0,0.0,0.0,0.0,16.2,16.2,16.199999999999996,16.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.00000000000004,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Co3+
1,58.933,58.933,58.932999999999986,58.933,0.0,0.0,0.0,0.0,0.0,0.0,760.4,760.4,760.3999999999996,760.4,0.0,0.0,0.0,0.0,0.0,0.0,152.0,152.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,8900.0,8900.0,8900.000000000002,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,63.898,63.898,63.89799999999999,63.898,0.0,0.0,0.0,0.0,0.0,0.0,16.2,16.2,16.199999999999996,16.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.00000000000004,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Co2+
1,58.933,58.933,58.932999999999986,58.933,0.0,0.0,0.0,0.0,0.0,0.0,760.4,760.4,760.3999999999996,760.4,0.0,0.0,0.0,0.0,0.0,0.0,152.0,152.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,8900.0,8900.0,8900.000000000002,8900.0,0.0,0.0,0.0,0.0,0.0,0.0,63.898,63.898,63.89799999999999,63.898,0.0,0.0,0.0,0.0,0.0,0.0,16.2,16.2,16.199999999999996,16.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.00000000000004,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Co1+
1,58.693,58.693,58.69300000000001,58.693,0.0,0.0,0.0,0.0,0.0,0.0,737.1,737.1,737.0999999999999,737.1,0.0,0.0,0.0,0.0,0.0,0.0,149.0,149.0,149.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,8908.0,8908.0,8908.000000000007,8908.0,0.0,0.0,0.0,0.0,0.0,0.0,111.65,111.65,111.64999999999996,111.65,0.0,0.0,0.0,0.0,0.0,0.0,17.2,17.2,17.2,17.2,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,90.99999999999997,91.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Ni4+
1,58.693,58.693,58.69300000000001,58.693,0.0,0.0,0.0,0.0,0.0,0.0,737.1,737.1,737.0999999999999,737.1,0.0,0.0,0.0,0.0,0.0,0.0,149.0,149.0,149.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,8908.0,8908.0,8908.000000000007,8908.0,0.0,0.0,0.0,0.0,0.0,0.0,111.65,111.65,111.64999999999996,111.65,0.0,0.0,0.0,0.0,0.0,0.0,17.2,17.2,17.2,17.2,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,90.99999999999997,91.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Ni3+
1,58.693,58.693,58.69300000000001,58.693,0.0,0.0,0.0,0.0,0.0,0.0,737.1,737.1,737.0999999999999,737.1,0.0,0.0,0.0,0.0,0.0,0.0,149.0,149.0,149.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,8908.0,8908.0,8908.000000000007,8908.0,0.0,0.0,0.0,0.0,0.0,0.0,111.65,111.65,111.64999999999996,111.65,0.0,0.0,0.0,0.0,0.0,0.0,17.2,17.2,17.2,17.2,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,90.99999999999997,91.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Ni2+
1,58.693,58.693,58.69300000000001,58.693,0.0,0.0,0.0,0.0,0.0,0.0,737.1,737.1,737.0999999999999,737.1,0.0,0.0,0.0,0.0,0.0,0.0,149.0,149.0,149.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,8908.0,8908.0,8908.000000000007,8908.0,0.0,0.0,0.0,0.0,0.0,0.0,111.65,111.65,111.64999999999996,111.65,0.0,0.0,0.0,0.0,0.0,0.0,17.2,17.2,17.2,17.2,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,90.99999999999997,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ni1+
1,63.546,63.546,63.545999999999985,63.546,0.0,0.0,0.0,0.0,0.0,0.0,745.5,745.5,745.5000000000003,745.5,0.0,0.0,0.0,0.0,0.0,0.0,145.0,145.0,144.99999999999997,145.0,0.0,0.0,0.0,0.0,0.0,0.0,8960.0,8960.0,8960.0,8960.0,0.0,0.0,0.0,0.0,0.0,0.0,119.2,119.2,119.20000000000002,119.2,0.0,0.0,0.0,0.0,0.0,0.0,13.1,13.1,13.099999999999998,13.1,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,399.9999999999999,400.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu2+
1,63.546,63.546,63.545999999999985,63.546,0.0,0.0,0.0,0.0,0.0,0.0,745.5,745.5,745.5000000000003,745.5,0.0,0.0,0.0,0.0,0.0,0.0,145.0,145.0,144.99999999999997,145.0,0.0,0.0,0.0,0.0,0.0,0.0,8960.0,8960.0,8960.0,8960.0,0.0,0.0,0.0,0.0,0.0,0.0,119.2,119.2,119.20000000000002,119.2,0.0,0.0,0.0,0.0,0.0,0.0,13.1,13.1,13.099999999999998,13.1,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,399.9999999999999,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Cu1+
1,65.38,65.38,65.38,65.38,0.0,0.0,0.0,0.0,0.0,0.0,906.4,906.4,906.4000000000002,906.4,0.0,0.0,0.0,0.0,0.0,0.0,142.0,142.0,142.00000000000003,142.0,0.0,0.0,0.0,0.0,0.0,0.0,7140.0,7140.0,7140.0,7140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,7.35,7.35,7.349999999999999,7.35,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,119.99999999999997,120.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn2+
1,69.723,69.723,69.723,69.723,0.0,0.0,0.0,0.0,0.0,0.0,578.8,578.8,578.8,578.8,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,136.00000000000006,136.0,0.0,0.0,0.0,0.0,0.0,0.0,5904.0,5904.0,5904.000000000002,5904.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,41.00000000000001,41.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,5.59,5.59,5.59,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.000000000000004,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Ga3+
1,69.723,69.723,69.723,69.723,0.0,0.0,0.0,0.0,0.0,0.0,578.8,578.8,578.8,578.8,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,136.00000000000006,136.0,0.0,0.0,0.0,0.0,0.0,0.0,5904.0,5904.0,5904.000000000002,5904.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,41.00000000000001,41.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,5.59,5.59,5.59,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.000000000000004,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Ga2+
1,69.723,69.723,69.723,69.723,0.0,0.0,0.0,0.0,0.0,0.0,578.8,578.8,578.8,578.8,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,136.00000000000006,136.0,0.0,0.0,0.0,0.0,0.0,0.0,5904.0,5904.0,5904.000000000002,5904.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,41.00000000000001,41.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,5.59,5.59,5.59,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.000000000000004,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ga1+
1,72.63,72.63,72.62999999999997,72.63,0.0,0.0,0.0,0.0,0.0,0.0,762.0,762.0,762.0000000000002,762.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,125.00000000000004,125.0,0.0,0.0,0.0,0.0,0.0,0.0,5323.0,5323.0,5323.000000000004,5323.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,119.0,119.00000000000003,119.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,31.8,31.799999999999997,31.8,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,59.999999999999986,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Ge4+
1,72.63,72.63,72.62999999999997,72.63,0.0,0.0,0.0,0.0,0.0,0.0,762.0,762.0,762.0000000000002,762.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,125.00000000000004,125.0,0.0,0.0,0.0,0.0,0.0,0.0,5323.0,5323.0,5323.000000000004,5323.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,119.0,119.00000000000003,119.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,31.8,31.799999999999997,31.8,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,59.999999999999986,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0000000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Ge3+
1,72.63,72.63,72.62999999999997,72.63,0.0,0.0,0.0,0.0,0.0,0.0,762.0,762.0,762.0000000000002,762.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,125.00000000000004,125.0,0.0,0.0,0.0,0.0,0.0,0.0,5323.0,5323.0,5323.000000000004,5323.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,119.0,119.00000000000003,119.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,31.8,31.799999999999997,31.8,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,59.999999999999986,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Ge2+
1,72.63,72.63,72.62999999999997,72.63,0.0,0.0,0.0,0.0,0.0,0.0,762.0,762.0,762.0000000000002,762.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,125.00000000000004,125.0,0.0,0.0,0.0,0.0,0.0,0.0,5323.0,5323.0,5323.000000000004,5323.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,119.0,119.00000000000003,119.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,31.8,31.799999999999997,31.8,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,59.999999999999986,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ge1+
